feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,class
0.572696,0.475985,0.460895,0.627444,0.430261,0.393392,0.645302,0.388821,0.481319,0.640629,0.410812,0.526984,0.650805,0.411872,0.457258,0.665736,0.431476,0.472775,0.688088,0.382270,0.428979,0.621848,0.430178,0.461316,0.593772,0.457643,0.478540,0.562724,0.583167,0.464908,0.560773,0.477944,0.312126,0.508816,0.509360,0.406619,0.503630,0.568557,0.429897,0.488560,0.556845,0.547001,0.478724,0.652938,0.472033,0.544150,0.323058,0.877282,0.695748,0.446942,0.479201,0.219761,0.475787,0.648439,0.435867,0.263459,0.509757,0.475986,0.529610,0.592776,0.327483,0.755464,0.274480,0.637735,0.515036,0.466339,0.479826,0.633643,0.440084,0.457317,0.537972,0.443734,0.653404,0.404787,0.653673,0.665829,0.429939,0.537661,0.680832,0.392761,0.762855,0.735269,0.349689,0.537078,0.715320,0.385581,0.721504,0.551749,0.304141,0.824954,0.417402,0.717314,0.449589,0.366218,0.563867,0.474938,0.445129,0.615210,0.301926,0.385736,0.629264,0.400559,0.344520,0.496314,0.542871,0.456204,0.447543,0.525586,0.097822,0.622457,0.621565,0.199516,0.638851,0.503013,0.153444,0.573915,0.631342,0
0.869935,0.105157,0.747190,0.771250,0.244655,0.614087,0.846494,0.159694,0.627979,0.939215,0.079697,0.718102,0.936378,0.000000,0.708856,0.858424,0.091060,0.662264,0.848694,0.180933,0.635693,0.820861,0.194976,0.683251,0.857062,0.086914,0.751958,0.793731,0.171558,0.803981,0.777758,0.182523,0.570960,0.655179,0.324849,0.573383,0.710475,0.306296,0.728779,0.656393,0.350901,0.722065,0.654880,0.313893,0.927631,0.844207,0.105212,0.776212,0.789699,0.277661,0.653730,0.465398,0.360243,0.621033,0.522347,0.225080,0.843315,0.800837,0.240551,0.707634,0.433078,0.573908,0.427383,0.859283,0.137110,0.830253,0.741021,0.128108,0.848074,0.850697,0.055671,0.982532,0.922102,0.117262,0.850448,0.930363,0.167168,0.640187,0.907571,0.232488,0.747012,0.983892,0.032456,0.659699,1.000000,0.000000,1.000000,0.487664,0.406079,0.641838,0.819816,0.240907,0.766106,0.600394,0.208192,0.734941,0.568549,0.254927,0.639669,0.563787,0.282027,0.735466,0.518349,0.279385,0.669353,0.610329,0.231168,0.691512,0.286659,0.450176,0.763180,0.277065,0.500176,0.640959,0.134352,0.596218,0.661551,0
0.781928,0.291418,0.500111,0.401490,0.692941,0.291486,0.601431,0.509349,0.333891,0.743700,0.358965,0.451167,0.800788,0.296513,0.437768,0.668135,0.506460,0.313056,0.390909,0.664892,0.348647,0.635471,0.464898,0.373398,0.784063,0.292235,0.468303,0.602719,0.600865,0.323928,0.516154,0.598936,0.185673,0.679286,0.391093,0.414152,0.767795,0.344275,0.499421,0.707596,0.387006,0.536070,0.591611,0.598309,0.334127,0.757358,0.237695,0.581480,0.706405,0.447196,0.448801,0.361400,0.786512,0.140010,0.346224,0.872293,0.164099,0.353873,0.723050,0.423624,0.352571,0.752379,0.349439,0.250697,0.778199,0.382156,0.370217,0.789377,0.318933,0.086258,0.887500,0.136793,0.489100,0.732490,0.298559,0.651479,0.561757,0.314527,0.765138,0.421247,0.551842,0.785889,0.449140,0.294504,0.599558,0.564428,0.488663,0.567255,0.395083,0.548257,0.540068,0.447127,0.732503,0.724994,0.636116,0.120262,0.844166,0.253461,0.285125,0.837545,0.257520,0.424415,0.763878,0.208315,0.471124,0.623019,0.296413,0.586337,0.688966,0.555822,0.177068,0.834203,0.196351,0.300101,0.673945,0.459460,0.352120,0
0.900804,0.135960,0.640460,0.656851,0.437451,0.335741,0.789242,0.307576,0.408606,0.873855,0.252197,0.460421,0.883184,0.187032,0.468209,0.795970,0.302774,0.419687,0.779252,0.306098,0.493237,0.811554,0.262296,0.522518,0.849888,0.188081,0.556053,0.710753,0.424405,0.465196,0.736613,0.266753,0.489640,0.706251,0.303774,0.552895,0.764913,0.291148,0.665194,0.710765,0.346738,0.642675,0.650102,0.425408,0.649470,0.788822,0.228087,0.653895,0.804730,0.356061,0.459354,0.750647,0.172031,0.873076,0.722440,0.123071,0.902041,0.765621,0.325801,0.563456,0.354513,0.653825,0.441437,0.811783,0.259912,0.625926,0.547987,0.539935,0.467610,0.702147,0.190308,0.525245,0.891186,0.099710,0.873700,0.889765,0.272910,0.486021,0.885257,0.306519,0.593999,0.901428,0.243996,0.441341,0.793742,0.311309,0.692170,0.534441,0.338873,0.504679,0.769928,0.391810,0.594486,0.780097,0.186006,0.628213,0.724372,0.246583,0.470853,0.719071,0.302654,0.526478,0.662644,0.314660,0.463432,0.636591,0.306394,0.534517,0.556004,0.294639,0.680072,0.595194,0.366398,0.415935,0.379250,0.535770,0.492933,0
0.869571,0.221374,0.461436,0.759493,0.429372,0.171523,0.899158,0.210988,0.439199,0.897842,0.220441,0.464736,0.873993,0.201621,0.438991,0.754151,0.381881,0.338668,0.804753,0.369798,0.219679,0.885410,0.232429,0.460121,0.846985,0.240191,0.421347,0.686428,0.518696,0.289107,0.716678,0.397397,0.219043,0.817190,0.218664,0.518219,0.851036,0.245057,0.568550,0.708195,0.413328,0.433038,0.671658,0.509942,0.373437,0.596318,0.260184,0.719343,0.711586,0.382378,0.492866,0.362346,0.431736,0.559087,0.482962,0.408089,0.669996,0.474956,0.662596,0.351204,0.292064,0.744308,0.283925,0.676603,0.507334,0.323351,0.508465,0.634797,0.349401,0.639285,0.383618,0.308270,0.798611,0.304372,0.614025,0.858757,0.322697,0.417723,0.852264,0.248653,0.723665,0.886581,0.205418,0.481082,0.592377,0.576413,0.412726,0.560534,0.271178,0.672817,0.449966,0.524313,0.758384,0.542187,0.450811,0.461112,0.801488,0.213282,0.384962,0.842795,0.263986,0.398539,0.793607,0.245079,0.383754,0.608942,0.348707,0.506666,0.355419,0.381216,0.700227,0.653740,0.279683,0.415647,0.476489,0.516374,0.428817,0
0.783625,0.281051,0.517337,0.586753,0.487316,0.302151,0.662632,0.422556,0.305951,0.757866,0.355164,0.392196,0.814006,0.233495,0.457305,0.762719,0.265090,0.462640,0.751994,0.344796,0.431023,0.685417,0.381952,0.411041,0.729426,0.348285,0.421757,0.689856,0.405536,0.499933,0.651251,0.376992,0.383835,0.559769,0.470644,0.394935,0.689849,0.375002,0.602451,0.542164,0.549306,0.414146,0.561801,0.508006,0.579616,0.602254,0.271567,0.667883,0.818040,0.261276,0.628326,0.443214,0.348267,0.671096,0.650722,0.145873,0.820123,0.751251,0.287005,0.567463,0.478191,0.484008,0.453749,0.754639,0.382016,0.473848,0.589148,0.408438,0.615626,0.634591,0.244897,0.470690,0.759292,0.260380,0.636544,0.699539,0.474707,0.343296,0.691659,0.500134,0.392436,0.775103,0.366667,0.365061,0.559445,0.516424,0.388491,0.537144,0.202260,0.721579,0.734453,0.417533,0.573970,0.609356,0.303709,0.640904,0.578996,0.333165,0.528552,0.597768,0.372861,0.540731,0.585935,0.334872,0.513207,0.589018,0.312264,0.598913,0.327680,0.480041,0.654345,0.406353,0.473740,0.523518,0.295897,0.522776,0.573285,0
0.649992,0.391254,0.551288,0.678406,0.381800,0.466299,0.650300,0.397429,0.465948,0.638379,0.470989,0.411347,0.616834,0.489913,0.399857,0.501024,0.634260,0.389341,0.681030,0.343513,0.602128,0.636231,0.365943,0.599878,0.578376,0.486780,0.503775,0.431563,0.712343,0.459887,0.573770,0.361988,0.586976,0.499213,0.461398,0.555739,0.547861,0.480600,0.629931,0.451936,0.598660,0.546576,0.406923,0.657292,0.609007,0.528207,0.641026,0.448752,0.556590,0.607903,0.443982,0.309553,0.773532,0.492785,0.584657,0.411585,0.769658,0.578591,0.448945,0.608132,0.228327,0.757133,0.429246,0.629232,0.407142,0.668684,0.362389,0.747033,0.444029,0.609214,0.295026,0.570514,0.667474,0.359375,0.682004,0.633721,0.549497,0.367729,0.586125,0.692278,0.282329,0.621622,0.616399,0.296125,0.582792,0.547676,0.503495,0.382781,0.423372,0.500458,0.579289,0.656715,0.398669,0.682020,0.425154,0.465031,0.589628,0.331340,0.547201,0.527213,0.397586,0.622736,0.548607,0.372203,0.527572,0.471499,0.500931,0.428862,0.473137,0.668263,0.383339,0.521122,0.398648,0.482529,0.315764,0.720129,0.378978,0
0.678085,0.411024,0.418497,0.581595,0.467022,0.433196,0.682916,0.383328,0.434024,0.742956,0.329350,0.514588,0.735719,0.312073,0.471435,0.712722,0.320216,0.524108,0.619667,0.471266,0.299263,0.680786,0.393994,0.441542,0.734820,0.315261,0.538247,0.640139,0.435882,0.565532,0.672483,0.308525,0.522294,0.572878,0.441634,0.461417,0.584583,0.484827,0.486791,0.595402,0.461600,0.600199,0.566518,0.477918,0.707222,0.712803,0.190430,0.802330,0.813261,0.184743,0.771580,0.458233,0.303892,0.810379,0.553272,0.181138,0.814856,0.611998,0.370385,0.603579,0.413392,0.486771,0.547956,0.706934,0.367682,0.543717,0.511374,0.419927,0.674350,0.695609,0.174885,0.740842,0.798119,0.195567,0.830459,0.690178,0.414727,0.502544,0.704863,0.368709,0.697570,0.801971,0.248728,0.571612,0.715738,0.305526,0.762859,0.457367,0.325530,0.566642,0.726775,0.338587,0.665951,0.397285,0.344950,0.702411,0.459437,0.451907,0.485363,0.506214,0.441968,0.570245,0.442522,0.460931,0.495072,0.538943,0.361204,0.532776,0.267936,0.466074,0.745763,0.234789,0.643207,0.451387,0.138025,0.620707,0.587869,0
0.767577,0.256816,0.574482,0.722891,0.347975,0.384350,0.696326,0.338219,0.446352,0.727448,0.313844,0.548431,0.727500,0.286742,0.509248,0.708767,0.287516,0.546441,0.802806,0.287552,0.436260,0.848593,0.189902,0.661013,0.716829,0.314912,0.497938,0.663283,0.410790,0.520118,0.726370,0.307962,0.365221,0.747932,0.239693,0.606028,0.760015,0.290992,0.661202,0.628885,0.438479,0.527722,0.629954,0.439179,0.640579,0.657628,0.187131,0.818998,0.693817,0.402035,0.577472,0.017732,0.754657,0.516429,0.422359,0.372779,0.811675,0.598990,0.438504,0.586792,0.398513,0.541792,0.450812,0.817781,0.170652,0.803362,0.652277,0.262103,0.691438,0.885024,0.124950,0.540637,0.662867,0.341266,0.690081,0.716099,0.349746,0.566582,0.675130,0.359851,0.742789,0.741692,0.298874,0.550969,0.514178,0.546327,0.523276,0.419373,0.443768,0.637314,0.687495,0.342279,0.740277,0.643045,0.333234,0.562595,0.679749,0.132965,0.631969,0.698704,0.222984,0.622787,0.722682,0.277339,0.432058,0.617845,0.320091,0.539145,0.223571,0.716980,0.507645,0.489464,0.377315,0.516365,0.293325,0.680972,0.429123,0
0.741504,0.327763,0.500050,0.692821,0.366584,0.450352,0.720457,0.324165,0.486512,0.769590,0.303124,0.525090,0.775110,0.295667,0.464634,0.715346,0.388289,0.416692,0.724613,0.350616,0.439372,0.680840,0.401670,0.439318,0.714949,0.393235,0.393599,0.613762,0.592506,0.327378,0.625811,0.416428,0.350570,0.604908,0.433788,0.431095,0.630326,0.494222,0.386278,0.642814,0.470641,0.473033,0.595137,0.595142,0.352263,0.649627,0.266383,0.773518,0.663613,0.441912,0.468090,0.208411,0.540156,0.308327,0.417591,0.534184,0.366153,0.479074,0.617313,0.477919,0.304183,0.718056,0.389788,0.642351,0.522307,0.443581,0.486092,0.637590,0.427620,0.537944,0.456290,0.305702,0.699365,0.419095,0.549204,0.771789,0.340900,0.525048,0.835478,0.250815,0.785967,0.885228,0.142361,0.599577,0.867142,0.216618,0.725043,0.546152,0.276184,0.723212,0.724830,0.327539,0.727498,0.506434,0.422390,0.530991,0.576691,0.439865,0.380855,0.675279,0.419446,0.390402,0.631941,0.383897,0.376509,0.671964,0.270695,0.549833,0.199432,0.589365,0.506337,0.413013,0.527650,0.425279,0.266375,0.718997,0.417608,0
0.852750,0.181835,0.606508,0.742305,0.340652,0.404085,0.848488,0.209317,0.533975,0.871323,0.188143,0.578624,0.897611,0.111737,0.575991,0.790042,0.264670,0.470336,0.746764,0.314546,0.479288,0.833980,0.220465,0.600697,0.804388,0.233642,0.547326,0.690507,0.444628,0.448507,0.622755,0.358484,0.466906,0.690488,0.303519,0.596797,0.686932,0.384575,0.562164,0.653013,0.406735,0.604106,0.609660,0.512508,0.533548,0.571886,0.270034,0.742487,0.718312,0.422956,0.477815,0.567389,0.439363,0.624704,0.360025,0.609907,0.548768,0.421372,0.636954,0.436421,0.437720,0.611440,0.450106,0.585471,0.570821,0.374270,0.537321,0.619069,0.319636,0.465152,0.566496,0.315738,0.708462,0.360300,0.616073,0.778848,0.354005,0.479927,0.792020,0.294085,0.748183,0.880608,0.165215,0.577209,0.770660,0.309895,0.677660,0.521072,0.391451,0.634369,0.297335,0.926771,0.248936,0.499137,0.572076,0.382324,0.629404,0.364877,0.439267,0.615648,0.390149,0.502701,0.525209,0.429482,0.439637,0.564260,0.426879,0.438416,0.345554,0.607291,0.537919,0.384751,0.567264,0.424818,0.125906,0.866248,0.314513,0
0.706844,0.341122,0.528417,0.729403,0.362768,0.367575,0.713110,0.342767,0.442695,0.717127,0.363521,0.460530,0.712877,0.366203,0.414926,0.640900,0.494046,0.333242,0.698065,0.388579,0.430851,0.662694,0.381145,0.480397,0.670478,0.398688,0.443142,0.580029,0.527902,0.484764,0.565656,0.423608,0.448851,0.575814,0.415775,0.540109,0.620839,0.439756,0.571774,0.575008,0.488331,0.544302,0.557694,0.452168,0.757577,0.575066,0.324541,0.762250,0.811261,0.183640,0.795883,0.437294,0.335205,0.586561,0.342938,0.450935,0.401334,0.593022,0.314116,0.776198,0.553701,0.411229,0.640050,0.716047,0.258386,0.755360,0.531013,0.350844,0.762886,0.500467,0.413873,0.689568,0.711584,0.289206,0.737767,0.745388,0.370318,0.482313,0.646497,0.471089,0.557675,0.773113,0.339328,0.458027,0.558476,0.539257,0.559121,0.649787,0.178358,0.812091,0.635171,0.438525,0.655419,0.514748,0.264527,0.733120,0.484557,0.284468,0.687496,0.525526,0.275428,0.767218,0.481028,0.290569,0.681910,0.545299,0.290817,0.674911,0.283502,0.460621,0.633696,0.328264,0.445333,0.640791,0.236762,0.605352,0.549725,1
0.575163,0.470055,0.427038,0.287987,0.771449,0.193225,0.523876,0.564561,0.316952,0.671235,0.418658,0.431253,0.759999,0.309384,0.420756,0.842447,0.220572,0.433334,0.279182,0.751244,0.262374,0.477727,0.556783,0.369277,0.731084,0.278234,0.562582,0.784820,0.278925,0.573718,0.374860,0.631501,0.283104,0.463435,0.495425,0.504581,0.556173,0.459842,0.568339,0.628235,0.358667,0.747513,0.663882,0.405471,0.686399,0.527757,0.503554,0.536776,0.869032,0.156634,0.666585,0.526629,0.258896,0.564452,0.624810,0.070337,0.923311,0.600048,0.549412,0.429090,0.918470,0.048442,0.862473,0.251560,0.891673,0.295405,0.873695,0.041184,0.750639,0.321535,0.469463,0.679293,0.588773,0.627577,0.262816,0.616845,0.577716,0.306659,0.707780,0.508129,0.393971,0.787357,0.399463,0.312166,0.925494,0.227065,0.563128,0.809280,0.107127,0.640026,0.871312,0.276763,0.632643,0.576808,0.327381,0.546658,0.532789,0.311146,0.597384,0.485926,0.383079,0.634822,0.440509,0.276661,0.712201,0.692264,0.136411,0.755198,0.358951,0.341238,0.642106,0.310095,0.379017,0.660284,0.222298,0.427675,0.704720,1
0.896632,0.184922,0.531697,0.806796,0.345182,0.322650,0.885449,0.224195,0.434884,0.945517,0.168236,0.525123,0.904560,0.153085,0.487692,0.781911,0.317101,0.419106,0.855701,0.341864,0.206161,0.917534,0.178929,0.551107,0.858954,0.216810,0.490163,0.694337,0.460843,0.413914,0.868496,0.212796,0.386211,0.731463,0.321750,0.447446,0.802386,0.291559,0.577488,0.740812,0.352496,0.561295,0.689852,0.393927,0.641673,0.844144,0.034061,0.878627,0.726690,0.411083,0.489715,0.627903,0.243383,0.741697,0.524552,0.279733,0.675263,0.920436,0.122040,0.745736,0.312817,0.657865,0.314786,0.969280,0.188008,0.535254,0.533159,0.518565,0.492251,0.891728,0.100296,0.795966,0.983177,0.020461,0.914458,0.958113,0.197864,0.531884,0.904180,0.270993,0.650547,0.987672,0.077309,0.572086,0.905695,0.155493,0.812008,0.494759,0.321603,0.738883,0.922371,0.247077,0.571898,0.695146,0.188767,0.656404,0.645466,0.265709,0.517572,0.715018,0.301672,0.519165,0.633821,0.341871,0.437135,0.656983,0.273831,0.496175,0.427708,0.372180,0.692800,0.417197,0.489853,0.444940,0.282044,0.597441,0.512164,1
0.541258,0.547614,0.410780,0.344169,0.760337,0.268441,0.495659,0.635463,0.254390,0.636694,0.478852,0.423569,0.722206,0.384222,0.437091,0.762306,0.360294,0.408843,0.326898,0.750353,0.272200,0.479281,0.597985,0.334200,0.626777,0.438527,0.497787,0.628514,0.528840,0.443354,0.386352,0.632089,0.341288,0.372837,0.630933,0.391266,0.437266,0.610209,0.479478,0.432573,0.599658,0.554997,0.457578,0.687491,0.431471,0.701655,0.379764,0.576095,0.804873,0.254062,0.655224,0.662909,0.176311,0.652670,0.455025,0.300086,0.577518,0.565429,0.502365,0.513737,0.723189,0.318375,0.636194,0.350113,0.873279,0.312954,0.671879,0.358054,0.589140,0.549080,0.383644,0.724483,0.622635,0.650857,0.273878,0.604645,0.645017,0.280047,0.755709,0.489262,0.457476,0.743829,0.487721,0.318921,0.903809,0.298972,0.536980,0.736770,0.235112,0.654347,0.690658,0.389241,0.635148,0.474477,0.363353,0.604664,0.380830,0.549630,0.488019,0.378874,0.573352,0.523558,0.372632,0.467146,0.555211,0.561183,0.284549,0.669098,0.451114,0.275348,0.714309,0.304561,0.471241,0.624419,0.126021,0.650924,0.508978,1
0.829218,0.238316,0.547739,0.838176,0.304367,0.320170,0.828585,0.264934,0.424614,0.829859,0.275441,0.475563,0.787873,0.304092,0.426056,0.615107,0.544319,0.324204,0.888833,0.258044,0.369823,0.872838,0.212796,0.553947,0.754306,0.327991,0.448946,0.566687,0.631625,0.331675,0.795756,0.324634,0.276620,0.727545,0.325342,0.467020,0.751562,0.349844,0.549297,0.629185,0.477232,0.459334,0.559906,0.569668,0.451923,0.657417,0.203552,0.866611,0.595478,0.510475,0.522362,0.460289,0.482109,0.699502,0.441193,0.341873,0.781732,0.724673,0.281876,0.704914,0.263926,0.672924,0.393755,0.888893,0.128811,0.762605,0.440739,0.607596,0.517741,0.820864,0.113672,0.649109,0.800592,0.181764,0.848010,0.841023,0.309221,0.475382,0.768318,0.343335,0.682533,0.807499,0.322875,0.425087,0.608242,0.503214,0.489090,0.518451,0.332368,0.673720,0.740029,0.418340,0.560795,0.906810,0.242433,0.449618,0.805063,0.103517,0.535111,0.724187,0.176522,0.678626,0.631448,0.237320,0.601471,0.510651,0.383807,0.577671,0.544483,0.420519,0.512321,0.669999,0.213034,0.486494,0.393328,0.457704,0.600450,1
0.652773,0.428477,0.449435,0.772470,0.351352,0.342781,0.742885,0.334579,0.440336,0.698517,0.400472,0.449671,0.665997,0.420741,0.426350,0.623459,0.476646,0.447516,0.817155,0.289117,0.400365,0.758894,0.293373,0.571580,0.653721,0.404912,0.510393,0.564880,0.525092,0.549883,0.746524,0.307110,0.400117,0.619442,0.422308,0.445189,0.606104,0.475936,0.496235,0.567208,0.503344,0.566713,0.548851,0.467032,0.779525,0.619998,0.256163,0.828553,0.719667,0.309273,0.715612,0.464569,0.309223,0.653652,0.505376,0.356586,0.622886,0.605875,0.335127,0.774202,0.307594,0.658044,0.418135,0.748052,0.229825,0.788403,0.494299,0.422606,0.708079,0.557157,0.420699,0.481434,0.696100,0.363688,0.646086,0.725139,0.427074,0.450951,0.673000,0.408984,0.701445,0.727224,0.403537,0.447433,0.553116,0.547828,0.602650,0.575089,0.197609,0.898190,0.727453,0.302098,0.792895,0.476440,0.318716,0.684217,0.528036,0.358663,0.539739,0.551481,0.317055,0.697639,0.500861,0.335430,0.600972,0.541040,0.365333,0.533315,0.264235,0.447975,0.697878,0.277724,0.530836,0.545076,0.264746,0.562157,0.583836,1
0.641650,0.345882,0.644739,0.540685,0.459764,0.522683,0.598338,0.413813,0.492614,0.706931,0.327184,0.588880,0.690249,0.327709,0.549033,0.607612,0.453312,0.489806,0.588693,0.398086,0.634806,0.556749,0.423482,0.565601,0.627390,0.353953,0.649625,0.520208,0.539168,0.635138,0.518325,0.389459,0.595747,0.516710,0.415081,0.676882,0.533895,0.460314,0.692498,0.469720,0.528558,0.641569,0.447660,0.542078,0.776417,0.740744,0.172690,0.762328,0.742740,0.375209,0.537250,0.459978,0.408526,0.725319,0.433268,0.256164,0.707579,0.759600,0.226369,0.745866,0.242664,0.682381,0.287159,0.749280,0.188437,0.882710,0.444822,0.514647,0.688977,0.803816,0.052733,0.987631,0.857847,0.153139,0.825982,0.697413,0.410319,0.528019,0.691816,0.450277,0.593925,0.760057,0.336009,0.512633,0.682538,0.413507,0.565077,0.414461,0.363915,0.382392,0.752323,0.306041,0.759439,0.460270,0.308978,0.762070,0.411174,0.377712,0.681206,0.475508,0.367746,0.712949,0.518748,0.305515,0.642564,0.577678,0.298129,0.622709,0.237161,0.555463,0.616258,0.313157,0.535607,0.553811,0.193639,0.588750,0.580179,1
0.816851,0.193794,0.658754,0.506682,0.556804,0.352757,0.688469,0.379218,0.452739,0.815119,0.246175,0.572991,0.903852,0.086412,0.608742,0.903982,0.075305,0.588799,0.622294,0.395600,0.518360,0.708910,0.311477,0.595585,0.861250,0.108779,0.675268,0.847004,0.174964,0.665171,0.562243,0.353680,0.561655,0.663985,0.289583,0.653634,0.745228,0.294127,0.666607,0.748693,0.280571,0.694710,0.755782,0.321437,0.690900,0.711740,0.110950,0.912930,0.870185,0.252300,0.552608,0.504448,0.412237,0.605399,0.602449,0.293011,0.612490,0.670068,0.517110,0.378504,0.863670,0.202775,0.619450,0.673006,0.441486,0.490967,0.804708,0.203492,0.599111,0.533294,0.466894,0.449904,0.659769,0.476834,0.458461,0.712006,0.447870,0.428889,0.811791,0.314415,0.693282,0.875428,0.206128,0.525701,0.769029,0.331474,0.673831,0.855828,0.230058,0.326876,0.369169,0.783939,0.379991,0.344230,0.648608,0.397444,0.578848,0.359442,0.493054,0.758245,0.276410,0.486526,0.726979,0.211473,0.488547,0.748468,0.186069,0.600423,0.235062,0.627916,0.515733,0.493472,0.427850,0.452904,0.455883,0.535072,0.436865,1
0.825201,0.263490,0.479161,0.783477,0.438564,0.142683,0.803001,0.342596,0.296478,0.826836,0.348001,0.338442,0.816685,0.326560,0.328267,0.739924,0.432670,0.284873,0.783330,0.356697,0.342854,0.804014,0.295305,0.458046,0.784606,0.326322,0.395609,0.682471,0.483556,0.375489,0.648100,0.367566,0.413338,0.655037,0.371659,0.484347,0.714524,0.378425,0.532287,0.651185,0.455936,0.475152,0.636069,0.474722,0.527652,0.732891,0.137309,0.724827,0.746488,0.396315,0.490620,0.222605,0.419306,0.459871,0.485514,0.242087,0.801085,0.653080,0.452102,0.516611,0.431861,0.636753,0.360205,0.689249,0.374330,0.613934,0.570415,0.504934,0.476414,0.539569,0.485222,0.354978,0.744984,0.366021,0.542140,0.829693,0.417356,0.307396,0.759378,0.439700,0.470484,0.865632,0.321297,0.341055,0.590648,0.502949,0.546329,0.516483,0.335090,0.630550,0.778891,0.331067,0.655783,0.458815,0.291740,0.757924,0.535585,0.376578,0.508317,0.617716,0.382912,0.503572,0.573262,0.379594,0.468664,0.605142,0.443548,0.369374,0.143519,0.550158,0.642136,0.260644,0.566257,0.527311,0.190677,0.582433,0.626410,1
0.957447,0.160270,0.456552,0.924113,0.282271,0.226317,0.962482,0.190010,0.386588,0.880557,0.331250,0.275137,0.971216,0.139384,0.395304,0.883905,0.239939,0.303198,0.933659,0.235918,0.329033,0.930209,0.228251,0.397857,0.933977,0.183347,0.395244,0.797502,0.424192,0.211030,0.808932,0.288014,0.302521,0.849258,0.198207,0.521632,0.871417,0.248927,0.530909,0.737745,0.401402,0.398955,0.726227,0.464047,0.340279,0.622975,0.269304,0.649322,0.777829,0.383468,0.393466,0.312348,0.417960,0.419578,0.367071,0.538214,0.537154,0.642459,0.507351,0.424079,0.472933,0.629483,0.302097,0.729014,0.464406,0.324248,0.725599,0.429997,0.278261,0.712961,0.303338,0.377186,0.892000,0.217370,0.653210,0.858841,0.397478,0.288649,0.821754,0.398960,0.457028,0.932647,0.231377,0.359578,0.747755,0.384226,0.492184,0.658625,0.248078,0.635226,0.835899,0.158790,0.863665,0.696605,0.274177,0.519002,0.858419,0.102881,0.462173,0.854766,0.239705,0.413319,0.813127,0.208636,0.409716,0.757258,0.261284,0.471545,0.303692,0.426834,0.614210,0.630210,0.256734,0.470951,0.377233,0.567270,0.457206,1
0.560837,0.605715,0.232589,0.653096,0.462013,0.268415,0.646621,0.469829,0.304602,0.623792,0.519062,0.331331,0.565735,0.581011,0.298336,0.507559,0.625988,0.408300,0.696240,0.423706,0.304470,0.596002,0.551691,0.210646,0.504562,0.686945,0.224376,0.425588,0.808960,0.292417,0.624174,0.449565,0.286562,0.539184,0.571823,0.269519,0.468894,0.709942,0.169059,0.429250,0.749561,0.226411,0.413954,0.788659,0.254280,0.563256,0.281254,0.807388,0.402163,0.793928,0.136802,0.239319,0.672671,0.278128,0.362913,0.470092,0.496259,0.358687,0.679904,0.399609,0.123595,0.939380,0.230860,0.716938,0.376429,0.569459,0.308520,0.810115,0.354803,0.730342,0.254692,0.576029,0.560740,0.443443,0.559715,0.651717,0.499768,0.392778,0.659396,0.434286,0.602659,0.688994,0.414278,0.453958,0.642383,0.382453,0.753133,0.380119,0.519005,0.355720,0.441078,0.658338,0.561138,0.604828,0.512650,0.368133,0.584298,0.490724,0.283832,0.591821,0.462658,0.419061,0.449975,0.551326,0.358586,0.464725,0.583569,0.307023,0.230608,0.755475,0.378816,0.471228,0.598298,0.276840,0.222497,0.725414,0.484480,1
0.794392,0.242797,0.575596,0.847309,0.236002,0.427418,0.822438,0.224182,0.516739,0.843207,0.188392,0.637217,0.747788,0.258943,0.546325,0.636354,0.373890,0.592008,0.882128,0.242858,0.379184,0.853848,0.223717,0.550008,0.730273,0.297571,0.560436,0.547351,0.550477,0.565565,0.832360,0.250224,0.332072,0.740086,0.294348,0.477489,0.738622,0.338742,0.562964,0.667473,0.386142,0.632435,0.548530,0.520455,0.647700,0.773978,0.078698,0.894029,0.493232,0.638154,0.456918,0.000000,0.917146,0.167642,0.410817,0.556831,0.657186,0.704909,0.298549,0.735525,0.388984,0.596700,0.426769,0.900327,0.103295,0.801680,0.417692,0.564716,0.634783,0.786902,0.137474,0.628863,0.800303,0.148174,0.869596,0.861432,0.213037,0.621692,0.762850,0.332073,0.743406,0.818586,0.208641,0.620773,0.840384,0.171379,0.874302,0.412538,0.386797,0.560157,0.736859,0.497647,0.440509,0.790963,0.490107,0.247567,0.768207,0.192629,0.436809,0.698162,0.206376,0.666041,0.557567,0.321535,0.545500,0.493826,0.365813,0.583207,0.415554,0.759830,0.189305,0.571217,0.435747,0.295987,0.348394,0.692040,0.406974,1
